tweet_text,username,date,retweets,favorites 
Shame on you guys sorry but you've all been deceived @NHSEngland https://youtu.be/v7_VuQ2b9n8 It's a global plandemic and none of us live on a globe 100% FACTS. How can you catch a virus please explain because not many believe you can anymore. #DefundTheWHO #Debate5G #FcukBillGates Bb,ThePeoplesPoet6,2020-05-08 13:04:39+00:00,0,1
Plandemic Part 1. https://youtu.be/uKcHNoU5Weo via @YouTube,mooch130,2020-05-08 13:03:58+00:00,0,0
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube,PatriciaFouchal,2020-05-08 13:02:07+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/6K2k5o5usDHb/ #BitChute,AhmadHussainCh6,2020-05-08 13:01:46+00:00,0,0
Plandemic Part 1 - Dr Judy Mikovits https://www.bitchute.com/video/T6ByOc9NOgW9/ #BitChute,DawnSouza2000,2020-05-08 13:00:36+00:00,0,0
"In case you've wanted to see this, but couldn't find it, here is the documentary Plandemic in English with Indonesian subtitles... https://youtu.be/XervveOqjLQ",TheMaven2017,2020-05-08 13:00:19+00:00,0,2
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube,marcocrypto5,2020-05-08 12:59:06+00:00,0,0
Doctors in Black - Plandemic Subtitel Indonesia https://youtu.be/XervveOqjLQ via @YouTube,katzcrapfever,2020-05-08 12:58:50+00:00,0,0
Don't worry. I'm watching it on Bitchute right now and spreading the word.... #Plandemic #BigPharma #Covid_19,AnonBelgian,2020-05-08 12:58:49+00:00,0,0
"I think because Newsom is not normal and belong to the ""gang"". See this great and important credible interview about what is happening with the PLANDEMIC. https://youtu.be/qIMIZXWJOIU",SoulOfIndonesia,2020-05-08 12:57:52+00:00,0,0
PLANDEMIC DOCUMENTARY THE HIDDEN AGENDA BEHIND COVID 19 https://youtu.be/rxn1AX50M20 via @YouTube,dhayride,2020-05-08 12:57:15+00:00,0,0
"Plandemic AKA "" Dr Anthony Fauci's ex employee, was jailed, finally tell... https://youtu.be/DS2aqD7TZa8 via @YouTube",Yolo7Freedom,2020-05-08 12:56:28+00:00,0,0
Plandemic Part 1. https://youtu.be/uKcHNoU5Weo via @YouTube,TheMelaninMogul,2020-05-08 12:55:01+00:00,0,0
"Really a must watch.. PLANDEMIC, A FILM ABOUT THE GLOBAL PLAN TO TAKE CONTROL OF OUR LIVES, LIBERTY, HEALTH &amp; FREEDOM. https://www.bitchute.com/video/PuY6jzvuRb3i/ #BitChute",Talon03111,2020-05-08 12:54:31+00:00,0,1
"Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute Watch what happens in the Land of Liberty and Freedom, the United States of America...",kishore_johri,2020-05-08 12:53:46+00:00,0,0
"I remember when I was saying all of this and everyone thought I was crazy. It keeps getting deleted, but I’ll keep sharing it. Doctors in Black - Plandemic Subtitel Indonesia https://youtu.be/XervveOqjLQ",moodsofmoon,2020-05-08 12:51:33+00:00,0,0
"PLANDEMIC, A FILM ABOUT THE GLOBAL PLAN TO TAKE CONTROL OF OUR LIVES, LIBERTY, HEALTH &amp; FREEDOM. https://www.bitchute.com/video/PuY6jzvuRb3i/ #BitChute",SydneyWolk4Q,2020-05-08 12:51:08+00:00,0,0
Plandemic Documentary Part 1. https://youtu.be/XF9wtBcWepM,cosumbi,2020-05-08 12:50:38+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,nywfe,2020-05-08 12:49:11+00:00,0,0
"Agenda ""PLANDEMIC"" - 50 Years In The Making! https://www.bitchute.com/video/I95EQR0iW1pp/ #BitChute",dajorivision,2020-05-08 12:47:41+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,lender9,2020-05-08 12:47:23+00:00,0,0
"PLANDEMIC, A FILM ABOUT THE GLOBAL PLAN TO TAKE CONTROL OF OUR LIVES, LIBERTY, HEALTH &amp; FREEDOM. https://www.bitchute.com/video/PuY6jzvuRb3i/ #BitChute",Tania_Jane1966,2020-05-08 12:46:06+00:00,0,0
PLANDEMIC Part 1 (Dr. Judy Mikovits) https://www.bitchute.com/video/ixYeaux359dV/ #BitChute,Racerx9X,2020-05-08 12:44:41+00:00,0,0
"PLANDEMIC, A FILM ABOUT THE GLOBAL PLAN TO TAKE CONTROL OF OUR LIVES, LIBERTY, HEALTH &amp; FREEDOM. https://www.bitchute.com/video/PuY6jzvuRb3i/ #BitChute",Lisa488560421,2020-05-08 12:44:38+00:00,4,4
Plandemic Part 1 https://www.bitchute.com/video/00Uvfhlr4ONu/ #BitChute,RichardBligdon,2020-05-08 12:44:36+00:00,0,0
PLANDEMIA (O Plano por trás da Pandemia) Pt1 Judy Mikovits / PLANDEMIC (LEGENDADO PT_BR) https://www.bitchute.com/video/aYrOFRIxmNlr/ #BitChute,joaovicentefc,2020-05-08 12:44:35+00:00,0,1
Plandemic Part 1 - Dr Judy Mikovits https://www.bitchute.com/video/T6ByOc9NOgW9/ #BitChute,Phaedo11,2020-05-08 12:44:00+00:00,0,0
Coronavirus / Chloroquine en 2003!—— Dead Zone - Plague (2003) #C0VID1984 #PLANDEMIC #SCAMDEMIC https://youtu.be/0naLkgI0-bE via @YouTube,kaim75,2020-05-08 12:43:39+00:00,0,0
"Is anyone with Virgin media, being blocked from Bitchute? #Plandemic #QAnon #WWG1WGAWORLDWIDE",Maven1967,2020-05-08 12:40:15+00:00,0,0
"""PlanDemic"" - A documentary to take control of our lives &amp; liberties.!! https://www.bitchute.com/video/wiixqNCvhSf9/ #BitChute",vitamin_d47,2020-05-08 12:39:57+00:00,0,0
Plandemic Movie https://www.bitchute.com/video/EtmTOqd15Rya/ #BitChute,vitamin_d47,2020-05-08 12:39:43+00:00,0,0
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube,TheresaNeufeld,2020-05-08 12:38:39+00:00,0,0
PLANDEMIC under a microscope. https://youtu.be/Y6s91J3bWPo,sazi_ana,2020-05-08 12:38:22+00:00,0,0
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube Listen before it is taken down,ReneeHartmann1,2020-05-08 12:35:47+00:00,0,0
PLANDEMIC https://www.bitchute.com/video/szhUR8FhSJ8L/ #BitChute,MichelanneMMc,2020-05-08 12:35:38+00:00,0,0
Plandemic Documentary - The Hidden Agenda behind COVID19 Part 2 - Dr Judy Mikovits https://www.bitchute.com/video/5rWXGt3Gtasc/ #BitChute,Revival4Now,2020-05-08 12:35:17+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,Russell16073464,2020-05-08 12:35:15+00:00,0,0
PLANDEMIC pt 1 Judy Mikovits https://youtu.be/dmwYw_LoIZ8 via @YouTube,eebeetee,2020-05-08 12:33:44+00:00,0,0
@vrtnws @DoorbraakBe @VTMNIEUWS @Maggie_DeBlock @Sophie_Wilmes @HLNTV @t_pallieterke @POTUS PLANDEMIC Part 1 (Dr. Judy Mikovits) https://www.bitchute.com/video/DqVTFohx1O1X/ #BitChute,AnonBelgian,2020-05-08 12:33:36+00:00,1,6
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,Kay73661905,2020-05-08 12:33:35+00:00,0,0
Plandemic Part 1 https://www.bitchute.com/video/aNjeT1G6iGTh/ #BitChute,ralucaraileanu0,2020-05-08 12:31:18+00:00,0,0
@mikedeestro you watch a lot of stuff have you seen this? How do you feel about it? Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube,txmade1708,2020-05-08 12:31:09+00:00,0,0
https://youtu.be/6nCmvx7yoXU #Plandemic #Part2,DChuqo,2020-05-08 12:31:07+00:00,0,0
"PLANDEMIC, a film about the global plan to take control of our lives, li... https://youtu.be/EK-PNrrKwTY via @YouTube",cindydo21347931,2020-05-08 12:29:58+00:00,0,0
"A Doctor Reacts To “#Plandemic"" https://youtu.be/KHeg9DDrjMs via @ZDoggMD - #hcsm #hcsmSA #VaccinesWork",_FaceSA,2020-05-08 12:29:52+00:00,0,0
"The Little twerps at @YouTube Deere’s this to aid in the Lefts agenda. Have a look at it here PLANDEMIC, A FILM ABOUT THE GLOBAL PLAN TO TAKE CONTROL OF OUR LIVES, LIBERTY, HEALTH &amp; FREEDOM. #plandemic https://www.bitchute.com/video/PuY6jzvuRb3i/ #BitChute",TinkleDoctor,2020-05-08 12:29:39+00:00,0,0
"PLANDEMIC, A FILM ABOUT THE GLOBAL PLAN TO TAKE CONTROL OF OUR LIVES, LIBERTY, HEALTH &amp; FREEDOM. https://www.bitchute.com/video/PuY6jzvuRb3i/ #BitChute",LizWild5,2020-05-08 12:27:45+00:00,0,0
"Plandemic Film https://www.bitchute.com/video/PBtAd9MZZgIJ/ #BitChute You Tube &amp; Vimeo keep removing this video they don’t want you to see, thankfully Bitchute lets you watch and make up your own mind! #Eyeopener #COVID19",Swamper60,2020-05-08 12:27:12+00:00,0,0
#plandemic PLANDEMIC Part 1 Dr Judy Mikovits https://www.bitchute.com/video/XhQAtl4bm39P/ #BitChute,megs1789,2020-05-08 12:25:34+00:00,0,0
"Watch ""Doctors in Black - Plandemic Subtitel Indonesia"" on YouTube https://youtu.be/XervveOqjLQ",jmaroshick,2020-05-08 12:25:13+00:00,0,0
PLANDEMIC pt 1 Judy Mikovits https://youtu.be/dmwYw_LoIZ8 via @YouTube,jaroniss_a,2020-05-08 12:25:12+00:00,0,1
Video on Vimeo search for Plandemic Documentary The Hidden Agenda Behind Covid 19 ,d43myers,2020-05-08 12:24:50+00:00,7,7
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube,WilmaVaughn12,2020-05-08 12:24:03+00:00,0,0
Plandemic The Movie (Part 1) - Interview with Judy Mikovits https://www.bitchute.com/video/sHrpUplJPTUE/ #BitChute #coronavirus #CoronaVirusUpdate #DrFauci,SaraBerniecrat,2020-05-08 12:23:29+00:00,1,1
Time to wake up!! Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,BlackPatriot17,2020-05-08 12:21:15+00:00,0,1
"PlanDemic, a film about the global plan to take control of our lives, liberty, health &amp; freedom. https://www.bitchute.com/video/xvD0eYUraZkq/ #BitChute",DjIcy9,2020-05-08 12:21:07+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,DeFSteph13,2020-05-08 12:17:25+00:00,0,0
plandemic part 1 720p https://youtu.be/sZgoS4FbJ7Q via @YouTube,MarcFour71,2020-05-08 12:12:16+00:00,0,0
"PlanDemic, a film about the global plan to take control of our lives, liberty, health &amp; freedom. https://www.bitchute.com/video/xvD0eYUraZkq/ #BitChute",maddiesimmons_,2020-05-08 12:11:51+00:00,0,0
[SCARE] NECESSARY EVENT Plandemic #TheGreatAwakening Counting the Omer t... https://youtu.be/6aPOQG2PqO8,PurrtectorFiles,2020-05-08 12:11:28+00:00,0,0
2/2 Plandemic Pt1 - Documentary on the Corona Virus Covid 19 its origins and the actors behind it https://youtu.be/dmwYw_LoIZ8,royjere,2020-05-08 12:10:59+00:00,0,0
Doctors in Black - Plandemic Subtitel Indonesia https://youtu.be/XervveOqjLQ via @YouTube,JayJohn59671497,2020-05-08 12:10:21+00:00,0,1
Pretty interesting! Y’all should watch it before they take it down! I’m not a doctor but understand basic biology & I’m like that’s not how any of this works with what the news is saying. PLANDEMIC Part 1 Dr Judy Mikovits https://youtu.be/7PmIaChOKAg via @YouTube,monster_elite,2020-05-08 12:09:10+00:00,0,2
Get this folks!! - YouTube CENSORED: DOCTORS IN BLACK / #PlanDemic https://www.bitchute.com/video/Cxk4baYujWJs/ #BitChute,manicmix,2020-05-08 12:08:29+00:00,0,0
Le Plandemic. https://youtu.be/eUhd6W1KxfI,GeorgesJaude,2020-05-08 12:07:58+00:00,0,0
"#PLANDEMIC, IL PIANO GLOBALE PER PRENDERE IL CONTROLLO DELLE NOSTRE VITE,... https://youtu.be/-oKA87QFGKc via @YouTube",Counterpropag20,2020-05-08 12:07:57+00:00,0,1
If you haven’t yet you need to watch this clip. Plandemic Part 1. https://youtu.be/uKcHNoU5Weo via @YouTube,samard_walker,2020-05-08 12:06:25+00:00,0,0
the plandemic is a smokescreen for the New World Order wake up this guy ... https://youtu.be/TeWm_k36bFs via @YouTube,TwisaTwichael,2020-05-08 12:05:22+00:00,1,3
"If you haven't watched this yet, I highly recommend it. ""Origin of the CCP Virus"". If you can, also try to view ""Plandemic""; it's being taken down everywhere for ""spreading misinformation"", but that's b/c it goes directly against the info we're being fed. ",CassiusKing16,2020-05-08 12:04:52+00:00,1,1
Plandemic Part 1. https://youtu.be/uKcHNoU5Weo via @YouTube,tosca_hero,2020-05-08 12:01:55+00:00,0,0
"“We were not the first since a group of Indian researchers tried to publish a study which showed that the complete genome of this coronavirus [has] sequences of another virus, which is HIV.” #coronavirus #COVIDIOTS #Plandemic #LucMontagnier #France",balkanmirage,2020-05-08 12:01:22+00:00,0,0
PLANDEMIC pt 1 Judy Mikovits https://youtu.be/dmwYw_LoIZ8 via @YouTube,chrischingrl,2020-05-08 12:00:55+00:00,0,0
"""The film is so questionable that social media platforms including Facebook, YouTube and Vimeo on Thursday scrubbed it from their sites"": The coronavirus conspiracy video, Plandemic, was just banned from social media as false and harmful. https://www.washingtonpost.com/nation/2020/05/08/plandemic-judy-mikovits-coronavirus/ #COVID19",deborahblum,2020-05-08 12:00:38+00:00,9,15
"Y’all gotta watch this , and I really recommend you do before they delete my video cause that’s what’s been happening to others that post this .... PLEASE WATCH ! Plandemic Documentary The Hidden Agenda Behind Covid 19 CORONAVIRUS Part 2 https://youtu.be/6nCmvx7yoXU via @YouTube",MS_GOGREEN,2020-05-08 11:59:59+00:00,0,0
Watch this Plandemic The Movie https://www.bitchute.com/video/uy8FDCGTROix/ #BitChute,Yeeeeeech,2020-05-08 11:59:18+00:00,0,0
[SCARE] NECESSARY EVENT Plandemic #TheGreatAwakening Counting the Omer t... https://youtu.be/6aPOQG2PqO8 via @YouTube,4us2befree,2020-05-08 11:57:53+00:00,0,0
Thoughts?? Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,msjones69,2020-05-08 11:57:01+00:00,0,0
Doctors in Black - Plandemic Subtitel Indonesia https://youtu.be/XervveOqjLQ via @YouTube,guapo963,2020-05-08 11:56:23+00:00,0,0
Watch this Plandemic Video! https://youtu.be/uKcHNoU5Weo And watch this video! Inside China’s Death Labs!,saintdenniswall,2020-05-08 11:54:33+00:00,0,0
"I love that he goes straight for “STOOPID” on this... plandemic my fat ass. A Doctor Reacts To “Plandemic"" ",bitchenboutique,2020-05-08 11:54:01+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,Jasra_G,2020-05-08 11:53:43+00:00,0,0
"""Plandemic"" Video Analysis | Did Judy Mikovits Connect the Dots? https://youtu.be/IaxoIbXAcKM via @YouTube",GrandSocializer,2020-05-08 11:53:39+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/6K2k5o5usDHb/ #BitChute,masiml,2020-05-08 11:51:52+00:00,0,0
Working link: Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,arborlibertatis,2020-05-08 11:50:31+00:00,0,0
PLANDEMIA (O Plano por trás da Pandemia) Pt1 Judy Mikovits / PLANDEMIC (LEGENDADO PT_BR) https://www.bitchute.com/video/aYrOFRIxmNlr/ #BitChute,JosePerides,2020-05-08 11:49:01+00:00,0,0
PLANDEMIA (O Plano por trás da Pandemia) Pt1 Judy Mikovits / PLANDEMIC (LEGENDADO PT_BR) https://www.bitchute.com/video/aYrOFRIxmNlr/ #BitChute,CrisquinteO,2020-05-08 11:46:02+00:00,0,0
"Dr. Judy's story on the plandemic is truthful, but please beware. The filmmaker is very new age ... this is the anti-christ and this video exposes that. People perish from lack of knowledge. Put on the Armor of God. Beware of the full movie ... https://youtu.be/Y6s91J3bWPo",suebaileyleo,2020-05-08 11:45:28+00:00,0,1
""" #PLANDEMIC "" #NewAgeAgenda #Revealed https://youtu.be/Y6s91J3bWPo",PaulDavey18,2020-05-08 11:43:34+00:00,0,0
MUST WATCH: Plandemic - Dr Judy Mikovits PHD - Interview w Mikki Willis.- Fauci's Medical Corruption https://www.bitchute.com/video/CZM2naj0NAsY/ #BitChute,mary74571556,2020-05-08 11:39:44+00:00,4,8
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube #COVID19 #CNNTownHall @POTUS,Sheena99725084,2020-05-08 11:39:02+00:00,0,0
Video censurado- Plandemic- traducido-link en descripción https://youtu.be/l6uq7AIVKLo vía @YouTube,BlendenBlick,2020-05-08 11:37:54+00:00,1,2
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,andegolliher,2020-05-08 11:37:40+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,SlickDangles97,2020-05-08 11:37:38+00:00,0,0
"Vejam esse vídeo, now!! PLANDEMIA (O Plano por trás da Pandemia) Pt1 Judy Mikovits / PLANDEMIC (LEGENDADO PT_BR) https://www.bitchute.com/video/aYrOFRIxmNlr/ #BitChute",linaenas,2020-05-08 11:37:38+00:00,0,0
"‘Plandemic’ conspiracy video removed by Facebook, YouTube and Vimeo – The Washington Post ",BadassActivist,2020-05-08 11:35:31+00:00,0,0
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube God Bless America! ,Keithhinton8,2020-05-08 11:35:03+00:00,1,1
Plandemic Part 1 - Dr Judy Mikovits https://www.bitchute.com/video/T6ByOc9NOgW9/ #BitChute,TheAwak59769880,2020-05-08 11:34:39+00:00,0,0
#DontBelieveTheHype Doctors in Black - Plandemic Subtitel Indonesia https://youtu.be/XervveOqjLQ via @YouTube,ShubMacher,2020-05-08 11:33:07+00:00,0,0
"A Doctor Reacts To “Plandemic"" https://youtu.be/KHeg9DDrjMs via @YouTube",BadassActivist,2020-05-08 11:32:56+00:00,0,0
"PlanDemic, a film about the global plan to take control of our lives, liberty, health &amp; freedom. https://www.bitchute.com/video/25tow1hbXwy1/ #BitChute Bitchute hasn't deleted it yet.",Tiger05Cadillac,2020-05-08 11:32:46+00:00,0,0
"PLANDEMIC, a film about the global plan to take control of our lives, li... https://youtu.be/EK-PNrrKwTY via @YouTube",MONEYEMPIRE,2020-05-08 11:30:13+00:00,3,8
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube,pka64,2020-05-08 11:28:37+00:00,0,0
PLANDEMIA (O Plano por trás da Pandemia) Pt1 Judy Mikovits / PLANDEMIC (LEGENDADO PT_BR) https://www.bitchute.com/video/aYrOFRIxmNlr/ #BitChute,julioricalonso,2020-05-08 11:27:39+00:00,0,0
"""Plandemic"" Video Analysis | Did Judy Mikovits Connect the Dots? https://youtu.be/IaxoIbXAcKM via @YouTube",MarkFabian21,2020-05-08 11:27:06+00:00,0,0
PLANDEMIA (O Plano por trás da Pandemia) Pt1 Judy Mikovits / PLANDEMIC (LEGENDADO PT_BR) https://www.bitchute.com/video/aYrOFRIxmNlr/ #BitChute,fabinhoCNC,2020-05-08 11:25:03+00:00,0,0
"@BillGates, why do we need to be under a lockdown until you finish a RUSHED vaccine? #QAnon #Plandemic #covidhoax https://youtu.be/obwbNEIkrFk",MaorShayit,2020-05-08 11:24:44+00:00,0,0
"Steve Bancarz - very good info. “PLANDEMIC"" New Age Agenda Revealed https://youtu.be/Y6s91J3bWPo via @YouTube",StilleyJulie,2020-05-08 11:24:15+00:00,0,1
Did Dr. Anthony Fauci Predicted the Coronavirus #Plandemic in 2017 https://youtu.be/zN1WJHCfsAk via @YouTube,billbryant2328,2020-05-08 11:22:39+00:00,0,0
"PlanDemic, a film about the global plan to take control of our lives, liberty, health &amp; freedom. https://www.bitchute.com/video/25tow1hbXwy1/ #BitChute",glbolton,2020-05-08 11:22:04+00:00,0,0
"#PLANDEMIC, IL PIANO GLOBALE PER PRENDERE IL CONTROLLO DELLE NOSTRE VITE, LIBERTÀ E SALUTE - Doppiato https://www.bitchute.com/video/csbO2pWJUk1v/ #BitChute",Counterpropag20,2020-05-08 11:19:52+00:00,1,1
"Censurado - #PlanDemic, el plan global para tomar el control de nuestras ... https://youtu.be/XiZxDVshT1w via @YouTube",Counterpropag20,2020-05-08 11:19:05+00:00,1,1
Dr Judy Mikovits (PLANDEMIC Part 1) https://youtu.be/HOFDi-MlUp0 via @YouTube,richard_pullin,2020-05-08 11:17:43+00:00,0,0
"A Doctor Reacts To “Plandemic"" ",jbg44,2020-05-08 11:16:12+00:00,0,0
PLANDEMIC Part 1 (Dr. Judy Mikovits) https://www.bitchute.com/video/ixYeaux359dV/ #BitChute,KEITHAPERRY10,2020-05-08 11:14:48+00:00,0,0
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube,Locktour,2020-05-08 11:14:40+00:00,0,0
How to tell if Plandemic is BS or not. https://youtu.be/rlTfGnKV5oI via @YouTube,TrivialPursuit9,2020-05-08 11:14:39+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,poscopaul,2020-05-08 11:14:27+00:00,0,0
"'Plandemic' conspiracy video removed by Facebook, YouTube and Vimeo - The Washington Post ",pxwhittle,2020-05-08 11:13:44+00:00,2,4
Https://youtu.be/XpLNpTfBDQk #fearmongering #propaganda #Plandemic #ReOpenAmerica #Trump2020,realmrs_goose,2020-05-08 11:09:03+00:00,0,0
Plandemic The Movie (Part 1) - Interview with Judy Mikovits https://www.bitchute.com/video/sHrpUplJPTUE/ #BitChute,allevipep69,2020-05-08 11:07:06+00:00,0,0
"Plandemic Part 1. https://youtu.be/uKcHNoU5Weo via @YouTube ALWAYS THOUGHT “SHELTER IN PLACE” was ILLOGICAL &amp; a SHAM. How does it make sense to hide? How does it make sense to close schools, businesses? It isn’t practical first of all.",eyeDoOnlineWork,2020-05-08 11:05:00+00:00,0,0
PLANDEMIC Part 1 with Dr. Judy Mikovits https://www.bitchute.com/video/G8Rmh86hbFwA/ #BitChute,andersjewl,2020-05-08 11:04:29+00:00,0,0
Plandemic Documentary - The Hidden Agenda behind COVID19 Part 1 - Dr Judy Mikovits https://www.bitchute.com/video/UjclB3ZsaU2r/ #BitChute,GennerCarriIlo,2020-05-08 11:03:47+00:00,0,0
Wake up AMERICA!!! Plandemic The Movie (Part 1) - Interview with Judy Mikovits https://www.bitchute.com/video/sHrpUplJPTUE/ #BitChute,LoneStarMageo,2020-05-08 11:02:46+00:00,0,0
Just go to bitchute to watch #BillGatesVirus #Plandemic,FatBoyChopper,2020-05-08 11:01:38+00:00,0,1
"Plandemic Part 1: Covid-19 Excellent video is a must watch by renowned virologist Dr Judy Mikovits. As I was watching it was taken down from YouTube, gone also from Vimeo now. This is the wake up call for all Australians to realise this makes no sense. https://www.dailymotion.com/video/x7trhxg",AnneTalbot2020,2020-05-08 11:01:14+00:00,0,0
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube,john69860084,2020-05-08 11:00:59+00:00,0,0
PLANDEMIA (O Plano por trás da Pandemia) Pt1 Judy Mikovits / PLANDEMIC (LEGENDADO PT_BR) https://www.bitchute.com/video/aYrOFRIxmNlr/ #BitChute,Everton85796803,2020-05-08 10:59:55+00:00,0,1
"Watch this, you either cry with laughter or get stabbed in the heart. #FakeNews #Plandemic #trump2020 #DrainTheSwamp",jack22292419,2020-05-08 10:57:08+00:00,0,0
"Rodrigo, você poderia comentar o conteúdo deste vídeo: https://youtu.be/XF9wtBcWepM . Ele traz sérias acusações contra autoridades americanas de saúde, inclusive com respeito ao coronavírus. O título é “Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19”. Grato!",lnos2016,2020-05-08 10:53:07+00:00,0,0
"If you have the courage and strength, you need to watch this video. Dr Fauci needs to be fired and then investigated. So do others in the CDC and possibly in the FDA. OMG. Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute",knab_daniel,2020-05-08 10:53:07+00:00,0,0
"Thank you #BobDylan #FalseProphet Another day that don’t end Another ship goin’ out Another day of anger, bitterness and doubt I know how it happened I saw it begin I opened my heart and the world came in https://youtu.be/2QPBpFAKTGo #Plandemic ",Lily4ever3,2020-05-08 10:51:32+00:00,19,12
"bitchute plandemic, best veiw on vax..s from an expert ",Crazycouncil,2020-05-08 10:51:29+00:00,0,1
Plandemic Part 1 - Dr Judy Mikovits https://www.bitchute.com/video/T6ByOc9NOgW9/ #BitChute,p_true,2020-05-08 10:49:58+00:00,0,0
PLANDEMIC Part 1 Dr Judy Mikovits https://www.bitchute.com/video/7PmIaChOKAg/ #BitChute Must watch.................we need to wake up !,shortbaldguy1,2020-05-08 10:44:49+00:00,0,1
Plandemic Documentary - The Hidden Agenda behind COVID19 Part 1 - Dr Judy Mikovits https://www.bitchute.com/video/UjclB3ZsaU2r/ #BitChute,CowboyJoe1957,2020-05-08 10:44:43+00:00,0,0
PLANDEMIC Part 1 Dr Judy Mikovits https://youtu.be/7PmIaChOKAg via @YouTube,ReshamAhmed1,2020-05-08 10:43:13+00:00,0,1
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,VersaillesDZine,2020-05-08 10:42:49+00:00,0,0
PLANDEMIA (O Plano por trás da Pandemia) Pt1 Judy Mikovits / PLANDEMIC (LEGENDADO PT_BR) https://www.bitchute.com/video/aYrOFRIxmNlr/ #BitChute,pautocantins,2020-05-08 10:42:44+00:00,0,0
Plandemic Documentary Part 1. The Hidden Agenda Behind Covid-19 https://youtu.be/XF9wtBcWepM via @YouTube,ldenterprise,2020-05-08 10:40:05+00:00,0,0
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute @palkisu,BaijuSays,2020-05-08 10:37:43+00:00,0,0
Consider this... Plandemic Film https://www.bitchute.com/video/PBtAd9MZZgIJ/ #BitChute,PumaCon1,2020-05-08 10:37:16+00:00,0,0
"You can start having some background information by watching these documentaries. Doing your own research objectively. https://youtu.be/NWtEEPY79aU Watch ""Plandemic Episode 1 *Dr. Fauci EXPOSED??*"" https://youtu.be/0wTiCxXgrJw Watch ""OUT OF SHADOWS OFFICIAL ( Share )""",ALuciferano,2020-05-08 10:35:17+00:00,0,1
Plandemic Documentary: The Hidden Agenda Behind Covid-19 https://www.bitchute.com/video/IB3ijQuLkkUr/ #BitChute,GeorgeA15209525,2020-05-08 10:33:26+00:00,0,0
Plandemic Part 1 https://www.bitchute.com/video/aNjeT1G6iGTh/ #BitChute,ZenCormorant,2020-05-08 10:29:15+00:00,0,0
